line	kind	requirement	status	valid	issue	evidence
206	requirement	Official csv-loop receding-horizon latent-guidance closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_receding_latent_guidance_rollout_eval/level_c_official_csv_loop_receding_latent_guidance_rollout_eval.json` runs 299-step teacher, VAE-base, denoised-latent, and receding-horizon guided-latent variants in the local resource-adjusted `Tracking-Flat-G1-v0` task on GPU 4. The guided-latent variant recomputes a 21-step state-latent horizon each control step, applies the local official-csv-loop denoiser and one composed-cost guidance update, decodes the current latent through the local VAE, and executes the 29D action. It records guided-latent reward mean `0.026862349781678074`, target-body error mean `0.0809558779001236`, guided-vs-teacher action MSE mean `0.009647361321349855`, guidance cost delta mean `8.59985383457962e-05`, and MP4/keyframe/metric assets under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_receding_latent_guidance_rollout/`. This is the strongest current local closed-loop bridge toward paper guided diffusion, but it still uses local resource-adjusted PPO/VAE/denoiser checkpoints and enriched USD, not the official BeyondMimic checkpoint, not paper Fig. 5/Fig. 6 task setup, not TensorRT/asynchronous deployment, and not real robot evidence.
207	requirement	Official csv-loop task-conditioned latent-guidance closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_task_conditioned_latent_guidance_rollout_eval/level_c_official_csv_loop_task_conditioned_latent_guidance_rollout_eval.json` runs four 299-step local IsaacLab task-conditioned proxy rollouts on GPU 4: joystick, waypoint, obstacle_avoidance, and composed. Each task compares teacher, VAE-base, denoised-latent, and receding-horizon guided-latent variants, records MP4/keyframes/metric plots/CSV under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_task_conditioned_latent_guidance_rollout/`, and reports guided reward means `0.02687574078618583`, `0.02438561944135256`, `0.025160312194713583`, and `0.027122783066586508` respectively. This materially advances from a single composed-cost bridge toward paper-style guided tasks, but it uses local proxy costs, local resource-adjusted PPO/VAE/denoiser checkpoints, and enriched USD; it is not official Fig. 5/Fig. 6 reproduction, not TensorRT/asynchronous deployment, and not real robot evidence.
208	requirement	Official csv-loop task-conditioned latent-guidance multi-seed closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_task_conditioned_latent_guidance_multiseed_eval/official_csv_loop_task_conditioned_latent_guidance_multiseed_eval.json` extends the local task-conditioned bridge to 3 seed groups and 12 total 299-step IsaacLab proxy rollouts across joystick, waypoint, obstacle_avoidance, and composed tasks. It records `14352` total rollout-variant steps, all rows `ok`, all MP4 paths recorded, and report assets under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_csv_loop_task_conditioned_guidance_multiseed/`. Mean guided rewards by task are approximately `0.02675` joystick, `0.02507` waypoint, `0.02469` obstacle_avoidance, and `0.02705` composed. The run also preserved an external GPU-guard interruption diagnosis at `/mnt/infini-data/test/BeyondMimic/res/gpu_guard/20260619_101404_gpu47_wangjc_process_guard.json`. This strengthens repeatability for local virtual guidance evidence, but it is still based on local resource-adjusted PPO/VAE/denoiser checkpoints and proxy costs, not official BeyondMimic checkpoints, not paper Fig. 5/Fig. 6, not TensorRT/asynchronous deployment, and not real robot evidence.
209	requirement	Official csv-loop VAE action-reconstruction closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_vae_closed_loop_rollout_eval/tracking_g1_official_csv_loop_vae_closed_loop_rollout_eval.json` executes a full 299-step, two-rank IsaacLab rollout where the local PPO teacher action is encoded and decoded by the local official-csv-loop conditional action VAE before stepping `Tracking-Flat-G1-v0`. It records 2048 envs, 612352 simulated env steps, teacher/VAE action MSE mean `0.004145793081027608`, mean absolute action error `0.04706366988752399`, reward mean `0.02731888730664516`, 52621 done events, and GPU telemetry on physical GPU 4/7. GPU4 exceeded 10GB peak memory while GPU7 did not, and this is recorded honestly. A separate single-env visualization under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_vae_closed_loop_rollout/` renders a 299-frame local MP4/keyframe asset with target-body error mean `0.08216936886310577` and teacher/VAE action MSE mean `0.0034388084895908833`. This is a stronger local closed-loop VAE reconstruction gate, but it is not the official BeyondMimic VAE checkpoint, not an autonomous VAE policy, not receding-horizon diffusion guidance, not Fig. 5/Fig. 6 reproduction, and not real robot evidence. Report assets are under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_csv_loop_vae_closed_loop_rollout_eval/`.
210	requirement	Official-importer-export state-latent dataset and denoiser training	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_teacher_rollout_state_latent_dataset/level_c_official_importer_export_full_bundle_teacher_rollout_state_latent_dataset.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_state_latent_diffusion_training/level_c_official_importer_export_full_bundle_state_latent_diffusion_training.json`; `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_downstream/official_importer_export_full_bundle_downstream_report_assets.json` extend the local official-importer-export G1 USDA chain from teacher rollout and VAE into downstream state-latent data and denoiser training. The state-latent builder uses GPU 5/6, converts `306176` samples into `285696` 21-step windows, and records weighted posterior reconstruction MSE `5.118260560266208e-05`. The denoiser trains for `30` epochs on GPU 5/6 with DataParallel and reaches test pred-token MSE `0.013647833040782384` against noisy-token MSE `0.06729835644364357`, a denoising improvement ratio of `0.7972040661615378`. Report assets include VAE and diffusion curves plus split/stage CSVs. This is the strongest local downstream training evidence on the official-importer-export asset path, but it remains local virtual evidence from a short local PPO teacher/VAE chain: not official DAgger, not the official BeyondMimic diffusion checkpoint, not TensorRT/asynchronous deployment, not closed-loop Fig. 5/Fig. 6 guidance, and not real robot evidence.
211	requirement	Official-importer-export scaled PPO state-latent dataset and denoiser training	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_teacher_rollout_vae_training/level_c_official_importer_export_scaled_ppo_teacher_rollout_vae_training.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_teacher_rollout_state_latent_dataset/level_c_official_importer_export_scaled_ppo_teacher_rollout_state_latent_dataset.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_state_latent_diffusion_training/level_c_official_importer_export_scaled_ppo_state_latent_diffusion_training.json`; `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_scaled_ppo_downstream/official_importer_export_full_bundle_downstream_report_assets.json` retrain the local downstream VAE -> state-latent -> denoiser chain from the iteration-999 scaled PPO teacher rollout dataset. The VAE uses `1224704` samples and reaches test action MSE `0.00019815583800664172`; the state-latent builder creates `1142784` 21-step windows with weighted posterior reconstruction MSE `0.00019638959393456675`; the denoiser trains for `30` epochs and records test pred-token/noisy-token MSE `0.013214186100023133` / `0.06736994787518467`, improvement ratio `0.8038563704323348`. The VAE and denoiser use GPU 4/7 DataParallel, but peak memory is below the requested 10GB/card formal threshold. This is now the strongest local downstream training evidence on the recovered official-importer-export asset path, but it remains local virtual evidence: not official DAgger, not official BeyondMimic VAE/diffusion checkpoints, not TensorRT/asynchronous deployment, not closed-loop Fig. 5/Fig. 6 guidance, and not real robot evidence.
212	requirement	Official-importer-export scaled PPO offline state-latent guidance eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_state_latent_guidance_eval/level_c_official_importer_export_scaled_ppo_state_latent_guidance_eval.json` reruns full validation/test offline task-cost guidance on the scaled PPO downstream denoiser. It evaluates `228557` windows (`114279` validation, `114278` test), `48` task/split/scale rows, and all four proxy tasks with positive best-scale cost deltas and nonzero gradients. Report assets under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_scaled_ppo_guidance/` include best-cost-delta and scale-response PNGs plus CSV tables. This updates the offline guidance prerequisite from the older `306176`-sample chain to the larger iteration-999 scaled PPO teacher-rollout chain, but it is still offline local proxy-cost guidance: not closed-loop IsaacLab guided control, not paper Fig. 5/Fig. 6 task metrics/videos, not TensorRT/asynchronous deployment, and not real robot evidence.
213	requirement	Official-importer-export scaled PPO task-conditioned latent-guidance closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_task_conditioned_latent_guidance_rollout_eval/level_c_official_importer_export_scaled_ppo_task_conditioned_latent_guidance_rollout_eval.json` executes joystick, waypoint, obstacle_avoidance, and composed local proxy guidance tasks with the iteration-999 scaled PPO teacher chain, scaled VAE, scaled denoiser, and scaled offline-guidance summary. Each task runs 299 IsaacLab steps on the official-importer-export G1 USDA and records teacher, VAE-base, denoised-latent, and receding-horizon guided-latent variants plus local MP4/keyframes/metrics assets. Guided reward means are `0.022449076233313336`, `0.025156304768183858`, `0.0229376406832458`, and `0.025132083756082932`; guided target-body error means are `0.3439415395259857`, `0.3440071940422058`, `0.34300488233566284`, and `0.3445764183998108`. Report assets under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_scaled_ppo_task_conditioned_guidance_summary/` include CSV/PNG summaries. This is the strongest current scaled local closed-loop guidance bridge, but it remains qualitative local virtual evidence: local proxy costs/checkpoints, not official BeyondMimic Fig. 5/Fig. 6 protocol, not TensorRT/asynchronous deployment, and not real robot evidence.
214	requirement	Official-importer-export scaled PPO task-conditioned latent-guidance multi-seed closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_scaled_ppo_task_conditioned_latent_guidance_multiseed_eval/official_importer_export_scaled_ppo_task_conditioned_latent_guidance_multiseed_eval.json` extends the scaled PPO closed-loop bridge to `5` seed groups and `20` total 299-step IsaacLab proxy rollouts across joystick, waypoint, obstacle_avoidance, and composed tasks. It records `23920` rollout-variant steps, all rows `ok`, all MP4 paths present, all 299-step rollouts complete, the full 40-motion public bundle, the official-importer-export G1 USDA path, and the scaled PPO training/checkpoint-eval/VAE/denoiser/offline-guidance chain. Guided reward means by task are approximately `0.023177480513859157` joystick, `0.023896200074985576` waypoint, `0.022975769497915154` obstacle_avoidance, and `0.024168015661241365` composed. Report assets under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_scaled_ppo_task_conditioned_guidance_multiseed/` include aggregate CSV and bar/scatter PNG summaries. This is stronger robustness evidence than the single-seed scaled bridge, but it remains qualitative local virtual evidence: local proxy costs/checkpoints, not official BeyondMimic VAE/diffusion checkpoints, not paper Fig. 5/Fig. 6 success/failure protocol, not TensorRT deployment, and not real robot evidence.
215	requirement	Official-importer-export offline state-latent guidance eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_state_latent_guidance_eval/level_c_official_importer_export_full_bundle_state_latent_guidance_eval.json` evaluates the local official-importer-export 40-motion denoiser over the full validation/test splits: `57139` selected windows, validation/test counts `28570/28569`, 48 task/scale rows, and all four proxy tasks with positive best-scale cost deltas. This moves the more official G1 USDA downstream chain beyond denoiser training, but it is still offline proxy-cost guidance over local checkpoints, not closed-loop IsaacLab guidance, not TensorRT/asynchronous deployment, not Fig. 5/Fig. 6, and not real-robot evidence.
216	requirement	Official-importer-export task-conditioned latent-guidance closed-loop rollout eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_task_conditioned_latent_guidance_rollout_eval/level_c_official_importer_export_full_bundle_task_conditioned_latent_guidance_rollout_eval.json` executes joystick, waypoint, obstacle_avoidance, and composed local proxy guidance tasks on the official-importer-export G1 USDA path. Each task runs 299 steps and records teacher, VAE-base, denoised-latent, and receding-horizon guided-latent variants plus MP4/keyframes/metrics CSV/PNG under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_importer_export_full_bundle_task_conditioned_latent_guidance_rollout/`. Guided reward means are `0.02026389510897191`, `0.023516151245783105`, `0.0239038624408278`, and `0.023154594104606224`; guided target-body error means are `0.3444918692111969`, `0.3424043357372284`, `0.344357430934906`, and `0.34435439109802246`. This is the strongest current local guided-control bridge on the recovered official-importer-export asset path, but it still uses local PPO/VAE/denoiser checkpoints and proxy costs, not official BeyondMimic checkpoints, not the paper Fig. 5/Fig. 6 task protocol, not TensorRT/asynchronous deployment, and not real robot evidence.
217	requirement	Official-importer-export task-conditioned guidance success-boundary proxy	partial	True		`/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_task_conditioned_guidance_success_boundary/local_proxy_success_boundary.json` summarizes the 20 importer-export task-conditioned closed-loop guidance rollouts across 5 seed groups into local proxy boundary metrics: `1.0` overall 299-step completion, `1.0` positive guidance-signal rate, `1.0` action-change rate at threshold `1e-08`, `0.65` local proxy pass rate, `0.45` reward-improved-vs-denoised rate, task-level reward/error delta tables, and report assets under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_task_conditioned_guidance_success_boundary/`. This makes the local guided-control evidence easier to use in the English report and PPT, but it is still a local proxy over local PPO/VAE/denoiser checkpoints and proxy costs, not official BeyondMimic Fig. 5/Fig. 6 success/failure protocol, not TensorRT deployment, and not real robot evidence.
218	requirement	Official-importer-export Fig. 6A inpainting/keyframe diagnostic proxy	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_inpainting_guidance_rollout_eval/level_c_official_importer_export_full_bundle_inpainting_guidance_rollout_eval.json` runs one 299-step local future-keyframe/root-path inpainting proxy on the official-importer-export G1 USDA path. It records capture/video assets and keyframe proxy metrics: guided keyframe error mean `0.3349786878951531`, denoised keyframe error mean `0.24249927912314906`, and guided-vs-denoised delta `0.09247940877200406`. This is a useful negative/diagnostic virtual gate for Fig. 6A planning, not the paper cartwheel keyframe protocol, not an official checkpoint result, not TensorRT deployment, and not real robot evidence.
219	requirement	Official-importer-export Fig. 5B walk-to-run transition guidance proxy	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_transition_guidance_rollout_eval/level_c_official_importer_export_full_bundle_transition_guidance_rollout_eval.json` runs one 299-step local closed-loop velocity-ramp transition diagnostic on GPU4 using the recovered official-importer-export G1 USDA path and local PPO/VAE/denoiser checkpoints. It records an MP4 path under `/mnt/infini-data/test/BeyondMimic/res/visualization/official_importer_export_full_bundle_transition_guidance_rollout/`, report plots under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_transition_guidance/`, guided reward mean `0.024728728436481794`, guided target-body error mean `0.3448648750782013`, guidance cost delta mean `0.00012286637838070208`, guided late-minus-early speed `2.0195484379946684`, speed-target correlation `0.016159506113184546`, and speed RMSE `21.66667160938303`. This is useful diagnostic evidence for Fig. 5B/Fig. 5D discussion, but the speed-ramp tracking is weak; it is not the paper transition protocol, not paper Fig. 5D t-SNE, not an official checkpoint result, not TensorRT deployment, and not real robot evidence.
220	requirement	Official-importer-export Fig. 5D latent PCA projection proxy	partial	True		`/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_latent_projection/official_importer_export_full_bundle_latent_projection_assets.json` projects local official-importer-export full-bundle VAE posterior means into a two-dimensional PCA report view. It uses `306176` local teacher-rollout latent samples, latent dim `32`, all `40` public motions, `8` motion families, `12800` stratified plotted samples, PCA top-2 explained variance ratio `0.250849945613856`, and `1920` walk/run trace rows. Assets include family scatter, root-speed scatter, and walk/run trace PNGs plus CSV summaries. This is useful Fig. 5D-adjacent report evidence for latent organization, but it is not the paper t-SNE panel, not an official BeyondMimic checkpoint, not a closed-loop walk-to-run transition protocol, not TensorRT deployment, and not real robot evidence.
221	requirement	Official-importer-export Fig. 5/Fig. 6 proxy protocol matrix	partial	True		`/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_fig5_fig6_proxy_protocol_matrix/fig5_fig6_proxy_protocol_matrix.json` maps the current official-importer-export local virtual evidence onto the six paper Fig. 5/Fig. 6 panels. It records `6` mapped panels, `5` panels with importer-export local closed-loop proxy support after adding the single Fig. 5B transition diagnostic and Fig. 6A inpainting diagnostic, `4` panels with offline/debug support, and `0` paper-level reproduced panels. It shows that joystick, walk-to-run transition, waypoint, obstacle_avoidance, composed, and one future-keyframe inpainting diagnostic objective have local simulation evidence, while paper-style Fig. 5/Fig. 6 execution still needs protocol-aligned multi-seed gates. This is a planning/report aid, not official Fig. 5/Fig. 6 success/fall/collision, TensorRT, mocap, or real robot evidence.
222	requirement	Official-importer-export Fig. 5/Fig. 6 local task-protocol proxy metrics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_fig5_fig6_task_protocol_proxy/fig5_fig6_task_protocol_proxy.json` converts the 20 current official-importer-export closed-loop guidance traces across 5 seed groups into a stricter local protocol table. It records `1.0` 299-step trace completion, `1.0` endpoint/root-reference proxy pass rate under a 2 cm local threshold, `1.0` target-body mean proxy pass rate under a local `0.35` threshold, `0.65` local task-protocol proxy pass rate, `0.45` reward-improved-vs-denoised rate, `0.5` tracking-error-not-worse-vs-denoised rate, mean final root XY error `0.005920683296880743` m, and report plots/CSV/Markdown under `/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_fig5_fig6_task_protocol_proxy/`. This is useful multi-seed virtual evidence for the English report, but the thresholds are local analysis thresholds, not BeyondMimic Fig. 5/Fig. 6 paper success/fall/collision criteria; it is not TensorRT, mocap, or real robot evidence.
223	requirement	Official csv-loop VAE/denoiser ONNXRuntime async deployment-path audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_vae_denoiser_onnx_async/level_c_official_csv_loop_vae_denoiser_onnx_async_audit.json` exports the locally trained official-csv-loop VAE encoder, VAE decoder, and state-latent denoiser to ONNX, validates the graphs with `onnx.checker`, and compares ONNXRuntime CPU outputs against PyTorch. Max absolute errors are `2.980232238769531e-07` for VAE encoder mu, `5.960464477539062e-07` for logvar, `2.086162567138672e-07` for decoder action, and `1.601874828338623e-07` for denoiser tokens. The local ONNXRuntime build exposes `AzureExecutionProvider` and `CPUExecutionProvider` only; CUDA and TensorRT providers are explicitly unavailable. A local thread-pool async proxy processes 80 requests with mean `0.3490717732347548` ms per request and `2.457227516510985` speedup versus sequential mean. This is useful deployment-path evidence for the report, but it is not TensorRT, not the paper RTX 4060 Mini-PC latency result, not CppAD guidance, not live IsaacLab deployed control, not official BeyondMimic checkpoints, and not real robot evidence.
224	requirement	Official-importer-export full-bundle VAE/denoiser ONNXRuntime async deployment-path audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/official_importer_export_full_bundle_vae_denoiser_onnx_async/level_c_official_importer_export_full_bundle_vae_denoiser_onnx_async_audit.json` exports the current local official-importer-export full-bundle VAE encoder, VAE decoder, and state-latent denoiser to ONNX, validates the graphs with `onnx.checker`, and compares ONNXRuntime CPU outputs against PyTorch. Max absolute errors are `7.078051567077637e-08` for VAE encoder mu, `1.341104507446289e-07` for logvar, `8.940696716308594e-08` for decoder action, and `7.152557373046875e-07` for denoiser tokens. The local ONNXRuntime build exposes `AzureExecutionProvider` and `CPUExecutionProvider` only; CUDA and TensorRT providers are explicitly unavailable. A local thread-pool async proxy processes 80 requests with mean `0.31828120118007064` ms per request and `2.81208886696915` speedup versus sequential mean. This strengthens local deployment-path evidence on the recovered official-importer-export asset chain, but it is not TensorRT, not the paper RTX 4060 Mini-PC latency result, not CppAD guidance, not live IsaacLab deployed control, not official BeyondMimic checkpoints, and not real robot evidence.
228	header	Requirement	Status	True		Evidence
230	requirement	Do not start long PPO/VAE/diffusion training before smoke gates	complete	True		No long BeyondMimic training process found; progress docs record gates.
231	requirement	Do not connect to or claim real robot reproduction	complete	True		Real robot listed as out-of-scope in `/mnt/infini-data/test/BeyondMimic/reproduction/docs/known_limitations.md`.
232	requirement	Keep generated files under project root	complete	True		Complete for current audit: generated work under `/mnt/infini-data/test/BeyondMimic/reproduction`, `/mnt/infini-data/test/BeyondMimic/res`, `/mnt/infini-data/test/BeyondMimic/logs`, `/mnt/infini-data/test/BeyondMimic/envs`, `/mnt/infini-data/test/BeyondMimic/tmp`.
233	requirement	Machine-readable blocked-gate evidence	complete	True		`/mnt/infini-data/test/BeyondMimic/res/blocked_gates/blocked_gate_audit.json` now records the historical IsaacLab/Kit inotify failure as `clear_with_historical_failure`, the current IsaacLab/Vulkan/CUDA runtime as `clear_with_runtime_warning`, the active official G1 USD conversion/replay blocker, ROS 2 Jazzy/Noble deployment, real hardware out-of-scope status, official Level C artifact absence, Fig. 5/Fig. 6 blockers, and long-training safety status.
